name,norad,shell,day,weather_class,schedule,split
STARLINK-2446,47844,53deg,2024-04-22,moderate,nominal_10min,VALIDATION
STARLINK-2446,47844,53deg,2024-04-22,moderate,nominal_20min,VALIDATION
STARLINK-2446,47844,53deg,2024-04-22,moderate,gap_4h,VALIDATION
STARLINK-2446,47844,53deg,2024-05-11,storm,nominal_10min,VALIDATION
STARLINK-2446,47844,53deg,2024-05-11,storm,nominal_20min,VALIDATION
STARLINK-2446,47844,53deg,2024-05-11,storm,gap_4h,VALIDATION
STARLINK-30327,57707,43deg,2024-03-17,quiet,nominal_10min,VALIDATION
STARLINK-30327,57707,43deg,2024-03-17,quiet,nominal_20min,VALIDATION
STARLINK-30327,57707,43deg,2024-03-17,quiet,gap_4h,VALIDATION
STARLINK-30327,57707,43deg,2024-04-22,moderate,nominal_10min,VALIDATION
STARLINK-30327,57707,43deg,2024-04-22,moderate,nominal_20min,VALIDATION
STARLINK-30327,57707,43deg,2024-04-22,moderate,gap_4h,VALIDATION
STARLINK-30327,57707,43deg,2024-05-11,storm,nominal_10min,VALIDATION
STARLINK-30327,57707,43deg,2024-05-11,storm,nominal_20min,VALIDATION
STARLINK-30327,57707,43deg,2024-05-11,storm,gap_4h,VALIDATION
STARLINK-11500 [DTC],62472,43deg,2024-03-17,quiet,nominal_10min,VALIDATION
STARLINK-11500 [DTC],62472,43deg,2024-03-17,quiet,nominal_20min,VALIDATION
STARLINK-11500 [DTC],62472,43deg,2024-03-17,quiet,gap_4h,VALIDATION
STARLINK-11500 [DTC],62472,43deg,2024-04-22,moderate,nominal_10min,VALIDATION
STARLINK-11500 [DTC],62472,43deg,2024-04-22,moderate,nominal_20min,VALIDATION
STARLINK-11500 [DTC],62472,43deg,2024-04-22,moderate,gap_4h,VALIDATION
STARLINK-11500 [DTC],62472,43deg,2024-05-11,storm,nominal_10min,VALIDATION
STARLINK-11500 [DTC],62472,43deg,2024-05-11,storm,nominal_20min,VALIDATION
STARLINK-11500 [DTC],62472,43deg,2024-05-11,storm,gap_4h,VALIDATION
